ID,y
0,96.6042633057
6,100.841972351
7,79.786567688
9,80.6935501099
13,82.2613983154
18,98.4691162109
24,94.0763702393
25,100.566818237
27,113.181121826
30,112.18649292
31,104.600624084
32,94.0763702393
34,97.2227935791
36,94.0763702393
37,94.738609314
38,94.8191986084
39,94.2769393921
40,103.934135437
44,94.4492645264
47,94.5448760986
48,94.5894546509
49,94.4529953003
50,115.117637634
52,112.499732971
54,94.374710083
60,94.6636810303
61,104.221565247
62,94.4537506104
66,94.3761138916
67,112.279312134
68,79.6792449951
70,113.596473694
74,112.499732971
75,94.9939956665
79,113.17099762
80,94.3714447021
81,104.285247803
86,111.937713623
90,79.4970397949
92,112.148338318
100,104.607978821
102,94.6583023071
106,94.4171142578
107,111.758918762
108,94.4608840942
109,113.307601929
112,181.783416748
116,93.9290084839
118,94.6222381592
119,114.537315369
124,111.542945862
125,95.850730896
127,114.307365417
128,94.456741333
129,105.04057312
130,94.4710693359
131,104.538993835
133,112.041404724
134,96.5972595215
136,94.1119155884
139,104.552131653
141,94.4862823486
143,94.4694061279
145,113.240447998
146,112.293632507
147,79.5006790161
150,93.9814224243
151,113.256149292
152,94.7780075073
153,103.36025238
154,94.574798584
158,112.111793518
159,94.6678924561
160,79.7512664795
161,94.4550933838
164,106.010063171
165,94.3586883545
166,112.021842957
168,112.052139282
169,94.8484954834
170,94.5807418823
171,119.076828003
173,94.4975738525
174,103.5286026
175,94.3233642578
176,112.020439148
177,103.226745605
178,94.5194473267
184,94.5030288696
186,94.178855896
190,112.962921143
197,79.5768508911
200,114.859085083
202,94.5894546509
203,113.112731934
207,112.527908325
208,94.54271698
209,111.630943298
212,112.527908325
213,94.6112060547
214,111.940246582
215,93.95652771
217,94.0089187622
218,94.3748168945
222,94.3385925293
223,111.628890991
224,112.499732971
225,94.356803894
229,94.5620117188
232,113.8282547
233,94.1728668213
234,111.973197937
237,103.393829346
239,94.4315795898
240,111.743453979
241,94.4526977539
246,94.738609314
252,106.505058289
255,112.183410645
260,112.474159241
261,93.6882553101
263,104.303222656
264,94.4570465088
265,112.499732971
268,95.1718597412
269,112.061576843
270,95.0424499512
271,104.548477173
274,94.8055648804
277,94.3787002563
278,94.0763702393
281,95.2396850586
282,114.669212341
284,94.5001144409
286,94.5761795044
287,104.423484802
294,94.6007461548
295,112.299209595
300,104.760620117
301,102.856964111
302,94.3016738892
303,112.338531494
308,94.6684188843
309,102.80921936
310,93.8165283203
312,94.6408691406
315,111.765808105
317,112.46219635
318,94.4635696411
319,117.941360474
320,94.7621536255
321,111.56072998
322,112.153045654
323,94.4067306519
325,94.5310211182
326,104.334999084
328,113.577407837
331,94.5396728516
332,111.765808105
333,112.531417847
334,94.6065139771
335,104.601219177
336,94.4978790283
341,103.021057129
342,94.7604370117
344,111.97882843
348,96.1880950928
351,111.968994141
355,94.4285202026
356,112.136611938
359,112.378997803
360,94.3527603149
361,111.89780426
363,94.2590408325
369,104.021827698
371,94.3934707642
372,112.509353638
374,104.640403748
375,94.2463989258
376,113.898681641
379,94.284576416
380,104.6847229
381,94.5030288696
383,94.4900970459
385,79.522064209
386,94.7024688721
387,111.790397644
388,94.4959182739
389,105.562980652
391,94.374710083
394,114.725578308
397,94.5566711426
398,103.936157227
400,94.6427078247
401,112.162025452
402,94.1707305908
403,111.959777832
404,94.8763885498
405,94.36769104
407,94.262260437
411,94.2862854004
414,112.012588501
415,94.5918884277
416,111.651985168
417,94.6583023071
418,104.036148071
422,111.786804199
423,94.5040512085
424,80.1900634766
425,111.704933167
426,94.6091384888
427,112.020828247
428,95.0762329102
429,103.36504364
431,104.833511353
432,94.5310211182
433,111.702545166
435,104.971794128
441,106.551887512
442,94.443145752
444,95.5300445557
445,104.510574341
447,104.895782471
449,114.001052856
450,94.5492401123
451,112.253585815
454,94.5547866821
455,122.277458191
456,94.4959182739
461,94.4497070312
463,94.4944992065
466,94.6861114502
468,104.075424194
469,104.829696655
470,94.4798355103
474,113.933418274
476,102.961990356
477,111.826301575
478,94.5166015625
479,104.285148621
481,104.578948975
482,94.46043396
483,115.777351379
484,94.4526977539
485,94.7054748535
486,111.676589966
487,94.5396728516
489,94.1007156372
494,114.252616882
495,93.7156982422
496,112.284965515
503,94.5528564453
504,111.984703064
505,94.3832321167
507,95.2291641235
508,104.204376221
509,94.5607910156
513,111.873008728
514,94.7764129639
515,112.073242188
517,114.911224365
520,94.7917098999
523,94.6826477051
524,111.704933167
525,94.2599258423
527,94.6611785889
528,79.559928894
530,112.086265564
531,94.9565963745
534,112.513046265
535,94.4341583252
538,115.500137329
542,111.823051453
544,103.879043579
545,94.9011917114
549,93.5818023682
550,112.196243286
553,94.5021591187
554,105.369766235
555,101.718566895
561,94.5381469727
563,94.6416397095
564,93.7590179443
565,112.24256897
567,112.085983276
568,94.3414001465
569,94.0797271729
574,94.6449737549
578,112.602432251
582,94.2573852539
583,103.531509399
584,94.6055603027
585,104.028312683
586,94.2784347534
587,79.4208755493
588,94.5407791138
590,94.6246795654
592,94.5030288696
596,115.78653717
597,111.256729126
599,112.077972412
600,94.3798751831
601,94.37109375
603,93.8715515137
605,94.7464981079
607,104.169517517
611,94.36769104
612,112.349319458
613,94.5195007324
614,104.610847473
615,94.4974212646
619,94.2511138916
621,94.738609314
625,94.3491973877
627,94.2323760986
631,94.6452865601
632,120.729827881
633,93.595413208
634,112.145980835
635,94.7231903076
636,112.283737183
639,79.2548370361
640,94.3665466309
641,112.228218079
642,94.9658584595
644,104.413101196
647,94.4432983398
649,104.749435425
650,94.630531311
651,112.015457153
655,94.4603881836
658,114.418708801
661,94.4638366699
662,112.943252563
665,94.1214294434
667,94.6866455078
670,104.652732849
672,115.749382019
673,94.2003173828
674,114.056541443
676,112.543251038
680,94.4471206665
681,117.132835388
683,112.011901855
684,94.072479248
686,102.810028076
689,94.365196228
690,112.097221375
691,94.1426925659
692,94.7559509277
694,112.294395447
695,103.606483459
697,104.546646118
699,94.738609314
700,112.221038818
702,104.471603394
703,94.8414154053
706,94.6989059448
707,104.657653809
708,104.729125977
713,79.4514007568
718,112.8098526
719,94.5997772217
722,111.514434814
723,94.5106430054
727,94.1155700684
729,94.1940078735
730,112.75643158
732,79.9250030518
733,94.4527740479
735,94.7559509277
736,112.114425659
737,94.4570465088
739,115.121101379
740,94.2468032837
741,112.419082642
742,94.7483901978
743,114.254249573
744,94.4271392822
747,111.948036194
748,94.4426040649
749,112.011444092
750,94.5333557129
752,94.5295028687
753,112.145851135
755,112.03704834
757,112.284202576
760,94.6260070801
762,94.0227737427
763,111.669754028
764,94.987159729
765,104.269088745
775,94.6282501221
778,112.921211243
779,94.3203735352
781,94.5162506104
783,94.513458252
784,103.066108704
785,94.9155502319
786,94.688369751
789,80.0890960693
790,94.0242004395
791,111.998603821
794,94.2964782715
795,104.036880493
796,94.3281860352
797,105.214447021
799,112.274093628
801,111.664497375
802,94.3696975708
803,112.082580566
804,94.8453979492
805,104.367286682
807,94.4256591797
808,94.7364959717
810,94.5032272339
813,112.095092773
815,94.6762390137
819,94.5358428955
