ID,y
0,94.9189605713
6,104.440605164
7,80.2954864502
9,78.3915328979
13,80.6366271973
18,104.736045837
24,93.4893951416
25,100.786132812
27,112.500869751
30,111.74030304
31,106.824638367
32,99.1998214722
34,97.6559448242
36,99.6778564453
37,94.3704147339
38,93.8235015869
39,94.4964294434
40,103.863876343
44,95.0327072144
47,93.7570724487
48,94.037399292
49,94.2155838013
50,113.365989685
52,113.154518127
54,93.8290100098
60,94.2547988892
61,103.593200684
62,94.4170227051
66,94.8529281616
67,112.752967834
68,78.9787216187
70,112.283187866
74,112.987693787
75,94.178604126
79,112.151229858
80,94.4658889771
81,104.337425232
86,112.182670593
90,79.1595306396
92,113.445739746
100,104.589736938
102,93.9728317261
106,95.2938613892
107,112.529518127
108,96.3581008911
109,113.849578857
112,92.9820480347
116,95.2376098633
118,94.4571075439
119,114.612625122
124,110.923820496
125,95.2639007568
127,114.916572571
128,93.84009552
129,104.894142151
130,94.0534591675
131,103.506584167
133,112.569458008
134,95.1677856445
136,95.0619812012
139,102.681861877
141,94.3179321289
143,93.4272766113
145,113.399459839
146,112.007644653
147,78.8239212036
150,93.6703720093
151,114.46837616
152,94.2529983521
153,104.132949829
154,94.2219619751
158,115.552444458
159,92.9064712524
160,78.9214630127
161,94.0063934326
164,106.330467224
165,93.781463623
166,112.007644653
168,112.70124054
169,95.7293777466
170,94.1289138794
171,120.776298523
173,94.1476516724
174,104.858985901
175,93.9837341309
176,112.602340698
177,103.750160217
178,93.6143112183
184,94.8565826416
186,93.9590606689
190,114.712974548
197,78.6763687134
200,117.376419067
202,93.4660186768
203,115.319274902
207,112.682441711
208,93.6846618652
209,112.23008728
212,112.682441711
213,94.0305175781
214,112.156173706
215,93.3053131104
217,94.1114044189
218,97.8767318726
222,93.8170928955
223,112.651062012
224,113.709663391
225,93.8221588135
229,93.1251678467
232,114.645080566
233,97.0838165283
234,111.430557251
237,103.583305359
239,94.8202209473
240,112.458496094
241,93.5368804932
246,94.4124298096
252,105.376182556
255,112.391822815
260,111.685424805
261,93.8938751221
263,103.764846802
264,94.1160964966
265,113.709663391
268,93.2795257568
269,111.990600586
270,94.6484222412
271,109.513427734
274,93.468711853
277,93.5719070435
278,93.2238235474
281,95.5106124878
282,122.760665894
284,94.4527130127
286,93.4188613892
287,104.101142883
294,94.1626205444
295,112.614105225
300,104.347824097
301,103.378608704
302,94.3499603271
303,112.479598999
308,95.8538818359
309,102.837677002
310,94.2587280273
312,94.864692688
315,111.570991516
317,111.946838379
318,93.4058456421
319,117.876281738
320,94.0669021606
321,112.36466217
322,112.316047668
323,93.5247497559
325,94.0593109131
326,104.50100708
328,113.250808716
331,93.7739639282
332,111.570991516
333,113.877670288
334,94.2834472656
335,105.290046692
336,94.1059417725
341,103.094184875
342,93.7208557129
344,112.525375366
348,94.1430892944
351,113.768585205
355,93.6845703125
356,112.698638916
359,114.00944519
360,93.4207382202
361,111.975418091
363,93.9691390991
369,104.478378296
371,94.3484573364
372,113.120101929
374,104.85042572
375,94.4886932373
376,117.977401733
379,93.9325866699
380,104.47933197
381,93.9903259277
383,93.9899139404
385,78.878288269
386,93.3228530884
387,111.903488159
388,94.4967651367
389,108.050933838
391,93.4550170898
394,115.528167725
397,94.2937469482
398,105.251914978
400,94.0151138306
401,112.886779785
402,96.1512451172
403,113.213478088
404,94.6242599487
405,94.1280822754
407,93.5966796875
411,93.3047943115
414,112.00756073
415,93.7052078247
416,112.047164917
417,94.4156494141
418,103.740127563
422,120.09602356
423,92.9575271606
424,79.0861129761
425,111.659408569
426,94.3899765015
427,111.957641602
428,94.6259002686
429,103.183784485
431,104.744682312
432,94.3522109985
433,112.301307678
435,105.321090698
441,108.531059265
442,93.8056411743
444,94.7918701172
445,104.768447876
447,104.039352417
449,115.616218567
450,93.291015625
451,112.207191467
454,94.0194168091
455,124.862365723
456,94.2771377563
461,96.4580535889
463,94.0891799927
466,94.4245529175
468,105.543769836
469,104.691474915
470,94.2101593018
474,112.256912231
476,103.264564514
477,116.246406555
478,93.0475921631
479,105.478034973
481,104.480926514
482,93.8191604614
483,116.195518494
484,94.1637573242
485,93.3700027466
486,111.805099487
487,93.4463806152
489,94.1078567505
494,114.28288269
495,92.3753509521
496,112.665657043
503,93.1711807251
504,111.848876953
505,93.6213302612
507,96.3829879761
508,104.785690308
509,94.6889953613
513,112.294555664
514,99.3228759766
515,112.809585571
517,115.302238464
520,92.5336532593
523,93.6539840698
524,111.970855713
525,93.4591827393
527,94.9879837036
528,79.0681533813
530,111.961616516
531,93.9234695435
534,111.714530945
535,93.1536407471
538,115.5859375
542,111.959152222
544,104.346702576
545,96.5292816162
549,92.5031051636
550,112.516654968
553,94.2526931763
554,105.48613739
555,103.31413269
561,93.8364334106
563,93.9957962036
564,92.9994354248
565,113.438949585
567,112.527420044
568,94.5469970703
569,92.6220626831
574,94.2416992188
578,118.096382141
582,94.2851257324
583,103.562736511
584,95.6897735596
585,104.177131653
586,92.8307189941
587,78.4618530273
588,93.7077865601
590,94.4225540161
592,94.1280899048
596,116.864006042
597,111.73815918
599,114.288505554
600,93.423324585
601,93.9776153564
603,93.5031280518
605,94.4096755981
607,104.250801086
611,93.2136154175
612,112.863265991
613,94.7971572876
614,103.964653015
615,94.6872329712
619,93.612701416
621,95.648109436
625,92.6344146729
627,92.73487854
631,94.9024887085
632,120.08013916
633,91.9916687012
634,111.663383484
635,94.1621170044
636,112.017372131
639,78.629989624
640,94.4481811523
641,112.729820251
642,95.0226593018
644,104.588539124
647,92.9053955078
649,104.970169067
650,93.3745193481
651,111.840927124
655,93.5433197021
658,112.862373352
661,98.4349441528
662,113.673217773
665,95.0208969116
667,94.1647872925
670,104.129981995
672,117.942817688
673,93.736038208
674,112.633979797
676,112.096878052
680,93.2301940918
681,114.190254211
683,113.004318237
684,92.9343490601
686,103.234283447
689,93.6702575684
690,113.131263733
691,92.7780303955
692,94.1703567505
694,112.212966919
695,104.752998352
697,104.123886108
699,94.6820144653
700,111.310028076
702,105.724143982
703,94.8063659668
706,94.5402297974
707,104.505599976
708,104.42855835
713,79.5880661011
718,112.031433105
719,94.5335388184
722,112.095046997
723,94.0858230591
727,94.5432128906
729,93.2789459229
730,113.147468567
732,78.532409668
733,94.5741882324
735,94.1703567505
736,111.617202759
737,94.3414382935
739,116.262565613
740,93.7219009399
