ID,y
0,94.8496704102
6,103.670967102
7,79.6283569336
9,79.1029052734
13,80.0777511597
18,101.619308472
24,94.4437026978
25,97.9611740112
27,112.757492065
30,111.826408386
31,105.196250916
32,96.3113937378
34,94.3143920898
36,95.5968093872
37,94.5746688843
38,94.4301300049
39,94.6540145874
40,104.479415894
44,94.6614074707
47,94.4617843628
48,94.4996948242
49,94.4956741333
50,113.202644348
52,112.728813171
54,94.3195266724
60,94.7035140991
61,104.087684631
62,94.3949356079
66,94.6563339233
67,112.009620667
68,79.0852355957
70,112.873657227
74,112.451789856
75,94.4404373169
79,111.958450317
80,94.4930953979
81,103.855323792
86,111.866966248
90,79.4398651123
92,111.995307922
100,104.480758667
102,94.7052764893
106,94.8018493652
107,112.351806641
108,94.7982330322
109,113.31640625
112,94.4668121338
116,94.3872070312
118,94.6662979126
119,115.147529602
124,111.331878662
125,96.0002593994
127,115.40385437
128,94.5596847534
129,104.29875946
130,94.5697250366
131,104.147377014
133,111.772857666
134,94.3970718384
136,94.7780609131
139,103.989974976
141,94.6664276123
143,94.3860321045
145,113.787384033
146,112.675392151
147,79.5222549438
150,94.2276000977
151,112.565597534
152,94.9899215698
153,105.066413879
154,94.6664276123
158,112.152816772
159,94.0406036377
160,79.9498901367
161,94.632270813
164,105.578308105
165,94.501663208
166,112.144393921
168,112.409950256
169,95.4611282349
170,94.6863327026
171,116.787658691
173,94.5697250366
174,104.589103699
175,94.5263137817
176,111.025588989
177,104.724121094
178,94.9565887451
184,94.606628418
186,94.3664855957
190,114.218574524
197,79.3796691895
200,115.259757996
202,94.4781036377
203,111.671035767
207,112.098434448
208,94.3908157349
209,113.398406982
212,112.098434448
213,94.4706039429
214,112.16444397
215,94.3189315796
217,93.9564971924
218,94.4462280273
222,94.3829040527
223,111.964508057
224,112.823287964
225,94.2630996704
229,94.0824661255
232,111.638557434
233,94.3597717285
234,112.434829712
237,104.101966858
239,95.6848373413
240,111.71799469
241,94.919593811
246,94.8612213135
252,104.555961609
255,112.24369812
260,111.954528809
261,93.8889694214
263,103.612068176
264,94.2245864868
265,112.826339722
268,94.897277832
269,112.349884033
270,94.5601272583
271,103.605369568
274,94.4478988647
277,94.3666992188
278,94.4437026978
281,94.893661499
282,111.994987488
284,94.6664276123
286,94.2857208252
287,103.919937134
294,94.485168457
295,112.760696411
300,104.21005249
301,104.404655457
302,94.6614074707
303,112.542678833
308,94.5210647583
309,102.662025452
310,94.4659576416
312,94.6153411865
315,112.217933655
317,112.345558167
318,94.4420776367
319,120.590316772
320,94.2590026855
321,112.714782715
322,112.519683838
323,94.3839797974
325,94.7052764893
326,104.318847656
328,112.402458191
331,94.3234710693
332,112.223640442
333,112.922996521
334,94.5045089722
335,106.956985474
336,94.696647644
341,103.50177002
342,94.6829071045
344,112.61164856
348,94.9066314697
351,112.583435059
355,93.9498291016
356,112.628761292
359,112.518592834
360,93.996711731
361,112.530403137
363,94.4364776611
369,103.769271851
371,94.7283554077
372,112.463272095
374,104.581085205
375,94.6614074707
376,112.605529785
379,94.5263137817
380,105.310279846
381,94.6381225586
383,94.6083831787
385,80.0458221436
386,94.3325576782
387,112.795326233
388,94.7569885254
389,106.548347473
391,94.5212478638
394,115.276779175
397,94.5697250366
398,104.122909546
400,94.7762069702
401,112.716461182
402,94.4620132446
403,112.499397278
404,94.6303253174
405,94.6580200195
407,94.4223937988
411,94.3677215576
414,111.876548767
415,94.6425018311
416,112.467475891
417,94.8569946289
418,106.921852112
422,112.603263855
423,94.3157958984
424,79.7342987061
425,112.387306213
426,94.3940429688
427,112.69606781
428,94.7052764893
429,103.341888428
431,104.8852005
432,94.2405090332
433,112.50541687
435,108.401092529
441,104.707351685
442,94.4264297485
444,94.8994445801
445,106.048042297
447,104.271690369
449,112.682640076
450,94.363571167
451,111.980178833
454,94.6770401001
455,142.658813477
456,94.8739929199
461,94.8380966187
463,94.7096481323
466,94.7112960815
468,104.350494385
469,104.72971344
470,94.6328277588
474,113.007514954
476,103.419136047
477,111.304389954
478,94.5281600952
479,104.531265259
481,104.382118225
482,94.6829376221
483,115.834327698
484,94.7042312622
485,94.4602813721
486,111.945739746
487,94.0288696289
489,94.5019760132
494,112.597167969
495,94.5015411377
496,112.172546387
503,93.758605957
504,112.750205994
505,94.3362579346
507,96.8531265259
508,104.01222229
509,94.7052764893
513,113.152786255
514,94.2974090576
515,113.032997131
517,116.296951294
520,94.7788467407
523,94.8005218506
524,112.977920532
525,94.52394104
527,94.6616210938
528,78.7937240601
530,112.130477905
531,94.7788467407
534,112.467597961
535,94.3402786255
538,115.040153503
542,111.753242493
544,104.193786621
545,94.9089508057
549,94.1829299927
550,112.449943542
553,94.8840103149
554,104.188941956
555,103.669464111
561,94.4706039429
563,94.7102508545
564,94.3348388672
565,112.803024292
567,112.428894043
568,94.326965332
569,94.4900894165
574,94.53465271
578,112.277671814
582,94.3140563965
583,104.081504822
584,94.826499939
585,104.718673706
586,94.3693161011
587,80.2737426758
588,94.7805557251
590,94.6382217407
592,95.1527099609
596,117.84715271
597,110.698135376
599,112.033378601
600,94.5745849609
601,94.5289611816
603,94.255821228
605,94.5943984985
607,103.437759399
611,94.24609375
612,112.156600952
613,94.8268051147
614,103.847290039
615,94.4465179443
619,94.3771209717
621,94.66355896
625,94.5578155518
627,94.3359985352
631,94.9030914307
632,112.591194153
633,94.2622756958
634,111.763999939
635,94.5110015869
636,112.772537231
639,80.0335769653
640,94.6115570068
641,113.045005798
642,94.8728942871
644,104.08644104
647,94.3061981201
649,104.156593323
650,94.6702880859
651,111.813766479
655,94.5659408569
658,112.682357788
661,94.44190979
662,112.171661377
665,94.7948455811
667,95.0242462158
670,103.660392761
672,116.954788208
673,94.4054489136
674,112.956542969
676,111.507461548
680,97.8604507446
681,117.664962769
683,113.016265869
684,94.6516571045
686,104.352088928
689,93.9448013306
690,111.626266479
691,94.541053772
692,94.3839797974
694,112.399291992
695,103.556648254
697,104.595657349
699,94.6600189209
700,112.322967529
702,105.120391846
703,94.7646331787
706,94.877166748
707,104.282875061
708,107.670013428
713,79.9807891846
718,112.536956787
719,94.623008728
722,112.230880737
723,94.7421417236
727,94.0539245605
729,94.4318161011
730,112.627227783
732,79.602935791
733,95.5907669067
735,94.3839797974
736,111.637565613
737,94.6614074707
739,116.085266113
740,94.3839416504
741,113.76700592
742,94.3764572144
743,112.618988037
744,94.4952926636
747,112.123313904
748,94.5511550903
749,112.510124207
750,94.4727783203
752,94.3471450806
753,112.491729736
755,111.824440002
757,112.108932495
760,94.5745849609
762,94.1087341309
763,111.780097961
764,94.7230606079
765,104.193283081
775,94.3974838257
778,111.646957397
779,94.2727813721
781,94.5740127563
783,94.7114105225
784,103.437324524
785,94.7948455811
786,94.2301254272
789,79.8231582642
790,94.0841217041
791,112.448875427
794,94.4958496094
795,104.31602478
796,94.8874664307
797,105.551399231
799,111.819290161
801,111.99369812
802,94.6231613159
803,112.265632629
804,94.6494522095
805,103.884178162
807,94.4937286377
808,94.4805526733
810,94.8051147461
813,111.997123718
815,94.5338439941
819,94.3413238525
821,94.5019760132
822,112.373550415
824,79.9691085815
825,94.1214981079
826,111.782844543
827,94.8784561157
828,112.346786499
832,112.722343445
833,94.799621582
835,94.8132629395
836,112.584320068
837,94.5571594238
838,112.202423096
840,94.9400787354
842,103.532966614
843,94.6293869019
846,94.5890274048
847,111.718826294
849,111.932067871
853,111.98841095
857,94.7780609131
858,94.5597229004
860,94.3955841064
862,94.1474533081
863,111.910125732
868,112.704460144
870,111.960128784
873,94.3905715942
874,94.592086792
875,104.15700531
876,94.8455963135
877,106.363975525
878,94.3584899902
879,79.1294250488
880,112.491447449
881,94.7390518188
884,103.731483459
886,94.8836593628
887,104.257118225
889,103.491249084
890,94.6415176392
891,104.210548401
892,94.3395080566
894,94.6614074707
895,103.295005798
896,94.4287719727
897,102.908027649
898,79.2679214478
899,108.121429443
900,94.4952926636
902,94.7310180664
906,95.299911499
907,113.77709198
908,94.3173065186
909,112.574569702
912,94.4143218994
913,94.869102478
915,94.3348388672
916,111.734855652
917,94.4057922363
919,94.2335357666
920,112.449653625
922,114.894554138
923,102.33266449
924,111.121780396
925,111.739181519
926,93.7109069824
927,112.581359863
930,94.6605377197
931,112.048301697
936,94.6539154053
938,103.671020508
945,111.327354431
946,94.5061798096
948,94.7780609131
950,94.5328063965
955,94.6432800293
956,113.05166626
958,112.881256104
961,94.3243637085
962,113.38621521
964,94.6592178345
966,94.7927474976
968,94.3771209717
969,94.8614959717
970,112.94304657
976,105.341056824
977,94.9297485352
979,94.2154006958
982,103.751701355
983,94.4528427124
985,94.5975799561
987,80.0012512207
991,94.6600799561
993,105.743331909
994,94.7883834839
995,104.388305664
997,115.050941467
998,94.445098877
1005,112.756164551
1006,94.5853271484
1007,95.2543182373
1011,94.632270813
1017,94.4108581543
1018,112.073799133
1023,113.19405365
1026,111.94480896
1031,107.224830627
1032,94.7052764893
1034,94.6770019531
1035,116.793289185
